permutation,vmse,vmse_std_across_seeds,n_seeds
546,2.7589765666360817,0.45810097126780547,5
547,2.3591823528135527,0.34275931339681437,5
548,2.1112194616544646,0.1598030251995481,5
549,2.6274261112892416,0.2833803829639923,5
550,4.68677540194266,0.8798585468936413,5
551,3.448012960654675,1.0974617874267898,5
552,2.2115639604686246,0.21918879781390557,5
553,3.266374086178778,0.5685422128707882,5
554,1.9637728748562597,0.21029662974536645,5
555,3.5299556544642066,0.3209394906038889,5
556,3.3102782328503664,0.27884060863955806,5
557,1.6329513319881475,0.1771416713283931,5
558,2.5693211160594185,0.11374724401819027,5
559,2.162694159946468,0.29607426994669145,5
560,2.4770969231770454,0.4908316552270559,5
561,3.309063324371614,0.5123561155491209,5
562,1.9197320870342627,0.20449160754293397,5
563,3.8267728970549726,0.6284459510601597,5
564,1.5173593520795903,0.10645314719076789,5
565,3.048677866006656,0.6049584159901701,5
566,1.6749699441670796,0.23014442004661526,5
567,4.1521456889915385,0.49824213841021836,5
568,2.093238184537085,0.4149421720002359,5
569,2.068116740446962,0.26341270504172243,5
570,2.8026223128412364,0.20098080078735986,5
571,2.8015328323461217,0.3445755464533263,5
572,1.811852889387156,0.1897983731142945,5
573,1.6808071448863289,0.0759025417587395,5
574,1.015603912384704,0.15095925253221026,5
575,4.193267380156348,0.3676814199314451,5
576,3.3172207793547495,0.3214243560381134,5
577,3.9788726036239965,0.5470664167876457,5
578,2.324452367674358,0.17641945609599863,5
579,1.8484902608317335,0.3885227753642617,5
580,2.43674109097402,0.3284254352880104,5
581,1.873216643580233,0.3726107092210422,5
582,2.7534102170577275,0.22659275591520112,5
583,3.6135687729077004,0.439230292349284,5
584,2.4607748114124544,0.1945670726858716,5
585,3.575259945724794,0.4917320009501814,5
586,2.679880835189629,0.2592936731494977,5
587,2.3539138688042396,0.13334305501832844,5
588,4.211119295097808,0.524935278414743,5
589,3.76706408969683,0.8908953598462044,5
590,3.303165574416912,0.23343309531380554,5
591,3.6224915770663175,0.1290639137274,5
592,2.5894738458429574,0.3354376823832346,5
593,2.583810148282744,0.22275455812017228,5
594,4.121453947978928,0.24196281811534395,5
595,2.767464154500994,0.26147506235133217,5
596,3.0648847549329887,0.41090569042836117,5
597,2.5578116829040574,0.4725204119908948,5
598,3.704167609566563,0.4873770004179057,5
599,3.599163052906763,0.5540596138081172,5
600,2.2522255462326717,0.15931248489138253,5
601,3.5198574257695596,0.71101339865652,5
602,3.701531772744688,0.3341324942619837,5
603,2.284616964055972,0.18831086753347076,5
604,3.8472041003263526,0.3822020320848876,5
605,2.986349046876532,0.26257765689348567,5
606,3.4797829011031167,0.6311619201329333,5
607,2.78682370049016,0.40121204245515063,5
608,4.022734044537851,0.42221418059877536,5
609,2.947511927392756,0.42583715326618343,5
610,1.8423499799058192,0.1582106320277183,5
611,2.5792326501769223,0.5097957666528261,5
612,5.455495573431007,0.4998665626153787,5
613,3.4360729426139054,0.16947836770009742,5
614,2.9498778702713913,0.3601625490473557,5
615,1.0654733046550695,0.17187954984226245,5
616,2.3940728446143207,0.40478126300127737,5
617,4.007649201373293,0.46489235078017777,5
618,3.1278610504439355,0.5360448470343658,5
619,2.4585611359251605,0.5843664622333252,5
620,2.373254269822915,0.08878488764807858,5
621,3.980747380382816,0.3680688071252387,5
622,4.274288816736043,1.024602002222491,5
623,3.836803944123311,0.41533805115750294,5
624,2.482042950490706,0.5057968040816142,5
625,4.415328955683951,0.6479838160980046,5
626,1.743647630025724,0.15839728533889735,5
627,1.6669831288556303,0.1456707174969527,5
628,3.3982991420914344,0.45891512900077586,5
629,1.1471161051363623,0.15500483170166962,5
630,3.3623893507799663,0.5557385491257751,5
631,1.4698188593830224,0.15520057439163487,5
632,2.3246787250198997,0.3957871894117594,5
633,1.7934784602167504,0.21291478816526346,5
634,4.0746533540879835,1.1156622939422174,5
635,2.9701277982970415,0.2683357393614576,5
636,5.253627697514743,0.5779277151549486,5
637,2.647085205390346,0.04066683552479413,5
638,2.7737383319127837,0.28039815253026956,5
639,3.361831743154274,0.5606571278463675,5
640,2.644050567669436,0.6071188843994718,5
641,2.798288096218213,0.5989469410860276,5
642,2.488402405991317,0.21948818185749994,5
643,4.8696405714343145,0.5801517105105167,5
